id,state_id,name
774a5698-2b53-46d6-8800-e118ac76f21d,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Bhagalpur
68af2e77-ce95-4be2-84f1-95c67fb6e6bb,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Bhojpur
cada31c2-d3c9-4f0d-b521-34bb460ffddb,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Buxar
197a05a5-dc05-4f6c-bca0-006c4ab999eb,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Darbhanga
1ea4b0ae-fb61-43b6-90ed-a682e569352b,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Gaya
540888bc-3b19-4ec1-8bd9-749352232cd0,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Gopalganj
a313cc7c-ca57-4e6a-8212-c9e9b7b8cb1d,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Jamui
6042a1c1-cd2d-455d-8bb0-8a5f183122b6,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Jehanabad
c6d34065-8bd8-4cd5-94e8-c7a146c624d8,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Kaimur (Bhabua)
194c5eae-d2b8-49e5-a4d8-e318d06945ff,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Katihar
518e11c3-f813-4ae3-adbf-c6cd6156226b,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Khagaria
80ea2d77-2dea-4dbd-ad12-a24aee8acd0a,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Kishanganj
64e41120-d0d3-435b-b561-03257bc0b67f,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Lakhisarai
2f2eceed-a3d0-4c0c-8036-ce760fc76aa8,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Madhepura
f98f7803-be6c-4729-a393-878999c6fd68,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Madhubani
4b41cf7c-885d-465d-8e8e-11b97024f84a,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Munger
51895e6e-1887-4c38-9bef-e804ad818209,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Muzaffarpur
44c14936-17cb-4421-a47b-6010aaba0d3f,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Nalanda
86532046-cea2-43c3-a072-c1223e6b26c7,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Nawada
99ab43f1-70fd-4885-8db3-9c42378152d1,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Pashchim Champaran
cc80000e-923a-4546-ae38-1c080056ca2b,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Patna
8b260b47-d53d-4c26-b616-ade430b516dd,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Purbi Champaran
807e284b-cd75-47ce-9f11-946c4d00faef,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Purnia
388f28ea-f9f0-479c-9853-e9b3d4f3ca45,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Rohtas
d96c8805-e2a2-440c-b5a8-988adc3ceaa1,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Saharsa
9394caae-f6d8-4e59-9846-95fdb4d3e192,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Samastipur
e2e81060-3458-405e-9cc7-ae858e19b441,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Saran
2a783181-76c7-4e8c-8eb2-da8082e848a5,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Sheikhpura
6741c0e3-bca8-4a4c-8e91-0dcbfb737928,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Sheohar
627d4401-46f1-43c1-ab3a-bc9be3b8f168,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Sitamarhi
911c276e-639a-4c68-b576-c36296fd7851,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Siwan
15234933-4c0f-45a0-ad59-a7bf7f11d179,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Supaul
10f63a03-630a-4743-a75f-52b4051e8946,e7a4bb49-6bac-4913-8d45-bf93e829a05b,Vaishali
5b84b448-a406-4fb8-af76-bcb6070fd73e,e08bc223-df06-4466-87f2-ea8bd5ba73b0,Chandigarh
1b30f001-5997-4660-b06d-e022deed1c20,92527b19-58e5-47f4-ad97-e4cab6947bd8,Balod
1df50534-49e0-4890-bec3-e84f4e51bfa8,92527b19-58e5-47f4-ad97-e4cab6947bd8,Baloda Bazar
706fb996-0dbf-4df8-8b0c-bc0aa8cbfbeb,92527b19-58e5-47f4-ad97-e4cab6947bd8,Balrampur
2da90430-92dd-479e-bb7a-0580fbc4549f,92527b19-58e5-47f4-ad97-e4cab6947bd8,Bastar
c9a3ab3d-c83f-4045-a20c-541eb8644ca2,92527b19-58e5-47f4-ad97-e4cab6947bd8,Bemetara
dcf154ed-4f54-4a74-b59c-13b9816cb057,92527b19-58e5-47f4-ad97-e4cab6947bd8,Bijapur
e51ce7f9-9bce-4155-8297-342b06cb3a7a,92527b19-58e5-47f4-ad97-e4cab6947bd8,Bilaspur
381d3aeb-e229-4214-86d8-f34251e4fde6,92527b19-58e5-47f4-ad97-e4cab6947bd8,Dantewada
d3fda28a-ddcf-4e1f-9154-a6068eff6587,92527b19-58e5-47f4-ad97-e4cab6947bd8,Dhamtari
6c601d3a-3d69-4b21-a7a1-c3e61bd7126c,92527b19-58e5-47f4-ad97-e4cab6947bd8,Durg
4da77f10-3f5c-4dff-a295-7ad909e81307,92527b19-58e5-47f4-ad97-e4cab6947bd8,Gariyaband
391ae927-210d-4316-bac5-82aff677db0f,92527b19-58e5-47f4-ad97-e4cab6947bd8,Gaurella Pendra Marwahi
3093e0fc-aabd-4112-8d43-6e132340d725,92527b19-58e5-47f4-ad97-e4cab6947bd8,Janjgir-Champa
ae835cc7-9190-4dcf-915b-2acee014ac45,92527b19-58e5-47f4-ad97-e4cab6947bd8,Jashpur
fc1ebc77-45e4-459d-922e-ab2411552ddd,92527b19-58e5-47f4-ad97-e4cab6947bd8,Kabirdham
2ce3bba8-d51f-431e-a66a-d86f4a4d0c0a,92527b19-58e5-47f4-ad97-e4cab6947bd8,Kanker
d621bc07-67f8-46f8-9d58-94f08293044f,92527b19-58e5-47f4-ad97-e4cab6947bd8,Khairgarh Chhuikhadan Gandai
6e3a47e7-58b6-4d2c-ba5c-68e78a43b56c,92527b19-58e5-47f4-ad97-e4cab6947bd8,Kondagaon
898cf228-2e86-4090-af5b-7f968dd28e73,92527b19-58e5-47f4-ad97-e4cab6947bd8,Korba
0d57aa75-6636-4404-9268-02db9851db7f,92527b19-58e5-47f4-ad97-e4cab6947bd8,Korea
3f427942-9e06-4fad-87af-b1072f8219bb,92527b19-58e5-47f4-ad97-e4cab6947bd8,Mahasamund
fe6f505c-cb8a-4268-8db1-5181c3a5710b,92527b19-58e5-47f4-ad97-e4cab6947bd8,Manendragarh Chirimiri Bharatpur
616d1bf7-11ce-43d4-b38b-fb398b58547b,92527b19-58e5-47f4-ad97-e4cab6947bd8,Mohla Manpur Ambagarh Chouki
f2fabcb4-1550-46dc-ba87-1c802f8f8210,92527b19-58e5-47f4-ad97-e4cab6947bd8,Mungeli
3c4afd5a-5a12-4a8c-b4ce-c84ad81473fb,92527b19-58e5-47f4-ad97-e4cab6947bd8,Narayanpur
820c018e-2391-4ac4-b30a-31ad83416754,92527b19-58e5-47f4-ad97-e4cab6947bd8,Raigarh
9aba1888-0a76-4cb9-9854-22c8df17c4a2,92527b19-58e5-47f4-ad97-e4cab6947bd8,Raipur
32ed4f9b-bedf-4d72-b642-e7fccc3ca834,92527b19-58e5-47f4-ad97-e4cab6947bd8,Rajnandgaon
bfd5e3b9-b664-47ec-8138-bddc9d3c7d00,92527b19-58e5-47f4-ad97-e4cab6947bd8,Sakti
ceb2ed1e-5cf4-4aac-964c-38ddb0642173,92527b19-58e5-47f4-ad97-e4cab6947bd8,Sarangarh Bilaigarh
cbe6f59f-efbd-4fb8-a6b8-3a31e13678f4,92527b19-58e5-47f4-ad97-e4cab6947bd8,Sukma
3277548f-0096-4e25-816e-0fdec791faa5,92527b19-58e5-47f4-ad97-e4cab6947bd8,Surajpur
11b839f3-958e-41ac-aa93-4fe46c540a7a,92527b19-58e5-47f4-ad97-e4cab6947bd8,Surguja
ca8aa8e5-3ae1-40de-a64c-5fec80e03605,e4ab04ce-3750-4900-8b5a-d32c76015525,Central
bbe7f730-0c58-4662-a802-849c7b3bdb46,e4ab04ce-3750-4900-8b5a-d32c76015525,East
1de019eb-89d3-4c3c-9c6c-750985c67a36,e4ab04ce-3750-4900-8b5a-d32c76015525,New Delhi
907f832f-3449-4f30-8cdd-e8629ed68442,e4ab04ce-3750-4900-8b5a-d32c76015525,North
d6208566-310f-473a-904c-0c0cfa4524f4,e4ab04ce-3750-4900-8b5a-d32c76015525,North East
7dc09eee-54f6-45ca-b916-925c5066d8f3,e4ab04ce-3750-4900-8b5a-d32c76015525,North West
5cb8d854-fd7e-4016-9a86-7e6b2cf66b5f,e4ab04ce-3750-4900-8b5a-d32c76015525,Shahdara
8d49285c-fcff-4297-a7bc-d9c9b39665ed,e4ab04ce-3750-4900-8b5a-d32c76015525,South
621e23ca-7562-47db-99f8-2b07f0ce6492,e4ab04ce-3750-4900-8b5a-d32c76015525,South East
81db9615-0ce7-4be1-8db2-ec7c13221d0c,e4ab04ce-3750-4900-8b5a-d32c76015525,South West
ac4f59d8-c557-4b36-b79e-24f6b6eb4e93,e4ab04ce-3750-4900-8b5a-d32c76015525,West
f2e5e571-78e1-4556-bc34-ca130de71b17,f568eea0-d55d-403d-9fb4-e714192ec99a,North Goa
5467030a-6fc0-43d1-b58c-25635932a122,f568eea0-d55d-403d-9fb4-e714192ec99a,South Goa
d477bde9-bf01-41f4-aed6-b4359892773a,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Ahmadabad
